id,role,last affiliation country,first publication year,tools,disciplines
d7aba35752a133d3f944fc2a9c53ef8c,Postdoc,Germany,2001-2005,RMarkdown | knitr | MS Word | Google Drive/Docs | LaTeX,Sciences de la vie
d7ad02a8c779ecd75f8459953662a6e7,Professor / Associate professor / Assistant professor,Bulgaria,1991-2000,journal submission system | MS Word,Médecine
d7af5c477e60bb4657c680f9462b1bc4,Professor / Associate professor / Assistant professor,United States,2001-2005,Google Drive/Docs | LaTeX,Sciences physiques
d7b1093615ce071206973365344e1aed,Professor / Associate professor / Assistant professor,Italy,1991-2000,MS Word,Sciences sociales et économie
d7b9439fc2a146eadd0dceb0256fe060,Professor / Associate professor / Assistant professor,United States,before 1991,MS Word,Médecine
d7bcbda104bb13ad9ad66eafecc26943,Librarian,Chile,I haven't published (yet),MS Word | Google Drive/Docs,Droit
d7c2f95dc98e73cbbcd1ba9708bd2c4e,Industry / Government,Germany,2011-2016,Papyrus | MS Word | LaTeX,Ingénierie & technologie
d7c80123a8107249de525addd4d2c2bb,PhD student,Sri Lanka,2006-2010,MS Word | Google Drive/Docs,Sciences sociales et économie
d7c9a9a809d21b9db61dabbace9f8a6c,Bachelor/Master student,Germany,2006-2010,MS Word | LaTeX,Ingénierie & technologie
d7ca6e8d632cae0f77b6bffa486f5036,Other,United Kingdom,2006-2010,MS Word,Médecine | Sciences sociales et économie
d7cddbbd4d98be8e5bde054de26c881a,Other,United States,before 1991,MS Word,Sciences de la vie
d7ce19f0fc188da49ab76a00f987453f,Publisher,Germany,before 1991,MS Word,Sciences sociales et économie
d7d00feb3e3ce4001696003be1553f60,PhD student,Turkey,2011-2016,MS Word | Authorea | LaTeX,Ingénierie & technologie
d7d38c1e2242636d272575cee68d8eaf,PhD student,Netherlands,2011-2016,MS Word,Sciences sociales et économie
d7d6559de2aa2e930d26079319250898,Professor / Associate professor / Assistant professor,Australia,1991-2000,MS Word | Google Drive/Docs,Médecine
d7d79fc6c5064aa8dd730b2b4108983a,Professor / Associate professor / Assistant professor,Spain,2001-2005,MS Word | Google Drive/Docs | LaTeX,Sciences physiques | Ingénierie & technologie
d7d907a3f39e79b9c64b3ee8f6607cea,Professor / Associate professor / Assistant professor,Germany,before 1991,MS Word,Sciences de la vie
d7d99a01aa1c04247ce3aa0a21e1b5ba,PhD student,Germany,2006-2010,MS Word,Arts et Lettres
d7dc3324b0a15fa22efa281ae6368738,Other,United States,2006-2010,MS Word,Sciences physiques | Sciences de la vie | Sciences sociales et économie
d7dc4686c0fd619a5b0877c9abf52417,Professor / Associate professor / Assistant professor,United States,1991-2000,LaTeX,Sciences physiques
d7dd2aa5e7ddebb420efd53dc4889517,Librarian,France,2011-2016,MS Word,Sciences de la vie
d7e3ee4ebbd12093f15124040dd1c8cb,Professor / Associate professor / Assistant professor,Spain,1991-2000,MS Word | Google Drive/Docs,Sciences de la vie
d7ecd0ac41c84afc1928fd0a7f4eea26,PhD student,Germany,2011-2016,MS Word | Google Drive/Docs,Sciences sociales et économie
d7eead47a39b83938890833e2edcb0dc,PhD student,Ukraine,2006-2010,MS Word,Arts et Lettres
d7f0123352dda0242829d3e9dd9412b6,Postdoc,Germany,2011-2016,MS Word | LaTeX,Sciences de la vie
d7f01358d46c6126736e94b4691a473d,Postdoc,Taiwan,2011-2016,MS Word,Ingénierie & technologie
d7f1d13d2ac80d6a31176ec091f73f7d,Professor / Associate professor / Assistant professor,Brazil,before 1991,MS Word,Sciences sociales et économie
d7f24cf8e7862e9aa3f420df1904e2bc,Bachelor/Master student,,2011-2016,MS Word,Sciences sociales et économie
d7f62c538722b4511c78f4fcfb66f043,PhD student,Netherlands,2001-2005,MS Word,Médecine
d7f73033bd4f3811924fadb5ec24fdc7,Industry / Government,Nigeria,2011-2016,MS Word,Sciences de la vie | Médecine
d7f7641b2e7b650a247584c9a3283de8,Professor / Associate professor / Assistant professor,Norway,before 1991,MS Word | LaTeX,Sciences physiques | Sciences de la vie | Médecine
d7f9acf08e33feddfe772c3694ff09d0,Other,Japan,1991-2000,MS Word,Sciences de la vie | Médecine
d7f9db9247bfde36180fe348789a03da,Professor / Associate professor / Assistant professor,China,before 1991,MS Word,Sciences sociales et économie
d7fb10697c0e973a217b741cf423fe5b,Postdoc,Spain,2011-2016,MS Word,Sciences de la vie
d8019e0a4961c962d9950826e33c2f31,Professor / Associate professor / Assistant professor,United States,2011-2016,MS Word | Google Drive/Docs,Sciences sociales et économie
d806387a561fd41eb7c563ca5cec202b,Professor / Associate professor / Assistant professor,United States,before 1991,MS Word | Google Drive/Docs,Sciences sociales et économie
d8069db58bab208f807df41c2abed326,Postdoc,France,2001-2005,MS Word | Google Drive/Docs,Sciences de la vie
d8087ad15d388294d39231db75f1c4ed,PhD student,Netherlands,2011-2016,Pages | MS Word | Google Drive/Docs,Arts et Lettres
d80d800109fe56e7fffae8cc44460dbf,PhD student,Netherlands,2011-2016,LaTeX,Ingénierie & technologie
d80d94f87ac272eb77b0b5a39fa2cc73,Professor / Associate professor / Assistant professor,Mexico,1991-2000,MS Word,Sciences physiques
d8118939ba2cec58469f207eba6266d3,Professor / Associate professor / Assistant professor,United States,before 1991,APA (American Psychological Association) manual | MS Word,Médecine
d8139c71a18b327e5fbff04220813c28,Professor / Associate professor / Assistant professor,Mexico,1991-2000,MS Word | Google Drive/Docs,Sciences physiques | Ingénierie & technologie | Sciences de la vie
d81b2595d435cb1264f35ba481788630,Industry / Government,Germany,2011-2016,Google Drive/Docs | LaTeX,Ingénierie & technologie
d8211d357ddee872e59134565ce2fa2d,Librarian,France,I haven't published (yet),MS Word | Google Drive/Docs,Médecine
d824feeddf9aa33d073ebd668b5c5bf1,Other,Germany,2006-2010,MS Word | LaTeX,Sciences physiques | Ingénierie & technologie
d82a045bcbc093c8958cbc9d0b3aac21,Bachelor/Master student,Germany,2011-2016,LaTeX,Ingénierie & technologie
d82a16d661aa665ebd8d23d9404b1b64,Other,Germany,I haven't published (yet),Paper | MS Word,Sciences de la vie | Sciences sociales et économie | Arts et Lettres
d82c2972e29daed3f94dad179b5886d0,Professor / Associate professor / Assistant professor,Sweden,before 1991,MS Word,Arts et Lettres
d82eefaa5217896a97f21ccb071799e5,Bachelor/Master student,Germany,I haven't published (yet),Pages | MS Word,Sciences de la vie | Arts et Lettres
d832fed4b11d7c19105ee040e233e2c5,PhD student,Netherlands,I haven't published (yet),MS Word | LaTeX,Sciences physiques
d8333fee82789df6d28b67662075f411,PhD student,Belgium,2006-2010,Google Drive/Docs | LaTeX,Ingénierie & technologie
d83342c36f86957a31558c7649967805,Professor / Associate professor / Assistant professor,Sweden,before 1991,MS Word | LaTeX,Sciences physiques
d838ecfd5ee8a4b727bbf51b7c30afc7,Professor / Associate professor / Assistant professor,Italy,1991-2000,MS Word,Sciences de la vie | Sciences sociales et économie
d839aed31d02181521c22a5202cfa62a,Professor / Associate professor / Assistant professor,United States,2001-2005,Dropbox | MS Word | Google Drive/Docs,Sciences sociales et économie
d83f554b9126e39a5340f56f14bae462,PhD student,United Kingdom,2011-2016,MS Word | Google Drive/Docs,Sciences de la vie | Sciences sociales et économie
d842dec63ec917dc559ca1d4e4c402b7,Bachelor/Master student,Germany,I haven't published (yet),MS Word,Sciences sociales et économie
d8467aea29224c40fd261f5b5f70578b,Other,Norway,2001-2005,MS Word | Google Drive/Docs,Sciences de la vie
d846d735bdb3a4e08cd30a078607ba3a,PhD student,United States,2006-2010,MS Word,Médecine
d84f3b6127e804f4a7b2db2d430f1b5e,Bachelor/Master student,Germany,I haven't published (yet),MS Word | Google Drive/Docs,Sciences sociales et économie
d85184f0dd395e0c4e94328c99c8c2ab,Librarian,Switzerland,2006-2010,MS Sharepoint | MS Word | LaTeX,Ingénierie & technologie | Sciences sociales et économie
d85b089a17db8b0c5cbcb9b045147df7,Postdoc,Chile,2011-2016,MS Word,Sciences de la vie
d85b1e7982856a255ea57497c7466ea7,Librarian,Australia,I haven't published (yet),MS Word,Sciences sociales et économie | Arts et Lettres
d85fd7474cb409b60b3ff8b93c952350,Professor / Associate professor / Assistant professor,Italy,before 1991,LaTeX,Ingénierie & technologie
d86435bdba23145295503526ec27b77f,Professor / Associate professor / Assistant professor,Germany,before 1991,Pages,Sciences de la vie
d866cf5f3662529f1bb53f91f58e5740,Professor / Associate professor / Assistant professor,United States,1991-2000,MS Word | Google Drive/Docs,Sciences de la vie
d8730deb67ecd30001113034030178ef,Postdoc,Netherlands,1991-2000,MS Word,Sciences de la vie | Médecine
d873d6dd98b9bfc703dafc29518bd3aa,Bachelor/Master student,Germany,I haven't published (yet),MS Word | LaTeX,Sciences sociales et économie | Arts et Lettres
d87563b96b6a6d63ba7c7e2709cc59ab,Professor / Associate professor / Assistant professor,Malaysia,before 1991,MS Word,Sciences de la vie
d87576fdbfd04ffc49953acaef709dd6,Professor / Associate professor / Assistant professor,United Kingdom,before 1991,MS Word,Médecine
d87d7946b8606e2a6805dbb92d54eae4,Other,Colombia,2011-2016,MS Word | Google Drive/Docs,Sciences sociales et économie | Arts et Lettres
d8827acce5d517686d65819d6c1517eb,Other,France,2006-2010,MS Word | Google Drive/Docs,Sciences sociales et économie
d883e6e3b1da86ad18da0a7861106e89,Professor / Associate professor / Assistant professor,Canada,before 1991,MS Word,Sciences de la vie
d895e35834fb16a06df1c858980bcb46,PhD student,Germany,2006-2010,MS Word,Ingénierie & technologie
d89b85e8657c890430dee7d209ae8696,PhD student,Russia,2011-2016,Google Drive/Docs | LaTeX,Ingénierie & technologie
d89f482fd103e40be271f0120b54030f,Professor / Associate professor / Assistant professor,Argentina,2011-2016,MS Word | Google Drive/Docs,Arts et Lettres
d8a0a41090c36242740b11092fbc086e,Bachelor/Master student,Germany,I haven't published (yet),OpenOffice Writer,Arts et Lettres
d8a1d0cce1bc9edc60890a00ebc0accb,Professor / Associate professor / Assistant professor,Netherlands,before 1991,personal solution,Sciences physiques | Sciences de la vie
d8a3b5a9db780c590a8349b8475a40e7,PhD student,Netherlands,I haven't published (yet),MS Word,Sciences de la vie | Médecine | Sciences sociales et économie
d8a40706e44fdb80b17fcc15eb7eff28,Other,Germany,I haven't published (yet),MS Word,Sciences sociales et économie
d8a7d2edb6bf61daf11c1b2013ba29ce,PhD student,Bosnia and Herzegovina,2006-2010,MS Word,Sciences sociales et économie | Arts et Lettres
d8a8025002567add376f47ef1e6a3ee5,Industry / Government,France,2011-2016,MS Word,Sciences de la vie
d8a823e775d324075a70edca7c6d7504,Publisher,United States,2001-2005,MS Word | Google Drive/Docs,Médecine
d8b017739836dfd5691afe5e9b621efa,Professor / Associate professor / Assistant professor,Spain,2006-2010,Pages | MS Word,Médecine
d8b6e12e64fac596000944a3ac933a11,Other,Italy,before 1991,MS Word,Médecine
d8b7296733487def3ce330008a0ad739,Postdoc,Portugal,2006-2010,MS Word | LaTeX,Ingénierie & technologie
d8bd5cddadbe7e06cc28df24d346802e,Librarian,United States,1991-2000,MS Word,Médecine | Droit
d8bf8d570bcfee06c8726ae9cbfd0263,Industry / Government,Germany,I haven't published (yet),MS Word | LaTeX,Ingénierie & technologie
d8c44070e1a9a7f6279bcb1fa320eecd,Professor / Associate professor / Assistant professor,Netherlands,1991-2000,MS Word | Google Drive/Docs,Sciences sociales et économie
d8c5059fd778bab47648ef201612f59a,Professor / Associate professor / Assistant professor,Brazil,before 1991,MS Word,Médecine
d8c81207df26fa14a85efbcba62acf75,Postdoc,United States,2011-2016,MS Word | Google Drive/Docs,Ingénierie & technologie
d8d1ca959c198893fee289994948b34e,PhD student,Germany,I haven't published (yet),MS Word,Ingénierie & technologie | Sciences sociales et économie
d8d3a5e8404fc6ad7f971fb8a482adf7,Postdoc,Italy,2011-2016,MS Word,Sciences sociales et économie
d8d6dd17112c0103626232ee861cc58a,Bachelor/Master student,France,I haven't published (yet),MS Word | Google Drive/Docs,Arts et Lettres
d8d9bb65f263425c7e576d83115749d1,Professor / Associate professor / Assistant professor,Spain,1991-2000,MS Word,Sciences sociales et économie
d8daca6a1d33e054f3fd32f342aee160,PhD student,Germany,I haven't published (yet),MS Word | Google Drive/Docs,Ingénierie & technologie
d8de9181a61a32dc162fd4ecd8bd52c3,Bachelor/Master student,Netherlands,I haven't published (yet),MS Word | Google Drive/Docs,Sciences de la vie
d8def3ac3d046ba2556f5f5268b0e235,Professor / Associate professor / Assistant professor,Netherlands,before 1991,MS Word,Sciences de la vie
d8e6704fec7d871626d335b872184256,Postdoc,Netherlands,2011-2016,MS Word,Médecine
d8e748020d930aaa9a5560a4d8ab9dbd,PhD student,Germany,2011-2016,MS Word,Ingénierie & technologie
d8e82c389a4da27e6dd88a969cac2582,Other,Canada,2001-2005,MS Word,Sciences de la vie
d8eaff17f7ac32b859f32a5afc285ea7,Other,New Zealand,before 1991,CorelDraw | MS Word,Sciences de la vie
d8ec6d5bee75e57519173117af97fb4c,Other,United States,before 1991,MS Word,Sciences sociales et économie
d8ecf923b4d86e2853457e9d22632c23,PhD student,Netherlands,2011-2016,MS Word,Sciences sociales et économie
d8ef1e949623b707c9e4ec8129f929f7,Professor / Associate professor / Assistant professor,China,2011-2016,MS Word,Sciences physiques
d8f3b1527fc2d65c1b9fe4ed098c61ea,Professor / Associate professor / Assistant professor,Japan,before 1991,MS Word | LaTeX,Sciences sociales et économie
d8f5cfcfd4471569c66c786080161b1d,Other,Russia,2011-2016,MS Word,Médecine
d8f994d70fb22b8693a8f59afb29bad2,Professor / Associate professor / Assistant professor,Spain,1991-2000,MS Word | Google Drive/Docs,Sciences sociales et économie
d8ffc1247b670a4cbf64cf0d581793b9,Professor / Associate professor / Assistant professor,Brazil,1991-2000,MS Word | Google Drive/Docs,Sciences sociales et économie
d8ffff485ac679b1ea3c1004def2aaec,Librarian,Australia,1991-2000,Evernote | MS Word | Google Drive/Docs,Sciences sociales et économie
d904fa0f2d9bd1e4c4420b1773a77966,PhD student,Japan,I haven't published (yet),MS Word,Sciences de la vie
d9076fdeaac90da16e3a50734d578aed,Bachelor/Master student,Germany,I haven't published (yet),OpenOffice,Arts et Lettres
d90c9e41c6e63e79a3ccfbbdc72b35c7,Professor / Associate professor / Assistant professor,China,2006-2010,MS Word,Sciences physiques
d91047c4b5361a5a7b1718241cf4c158,Professor / Associate professor / Assistant professor,Netherlands,2006-2010,MS Word | Google Drive/Docs,Sciences sociales et économie
d914153d65d7f39de26a4b952b913fbf,Librarian,India,2011-2016,Google Drive/Docs,Arts et Lettres
d915148d40dbeff94336ae6a340806c3,Postdoc,Germany,2011-2016,MS Word,Sciences de la vie
d91644ccae340b09f9485b98c4f329be,Librarian,Spain,,Google Drive/Docs,Ingénierie & technologie
d919c71476d038c33d03fb39f38e6d52,Professor / Associate professor / Assistant professor,Mexico,1991-2000,MS Word,Sciences de la vie
d91c89e21f6c10642439f13d7b0f6125,Professor / Associate professor / Assistant professor,Australia,before 1991,MS Word,Sciences de la vie | Sciences sociales et économie | Arts et Lettres
d91da9c0da3dbfd06152badb2a552153,Professor / Associate professor / Assistant professor,Bosnia and Herzegovina,2006-2010,MS Word,Sciences sociales et économie
d923224d7bb01ae777c5c212a906d815,Industry / Government,South Africa,1991-2000,MS Word,Sciences de la vie
d926744645e6d161151ac881f613a708,Other,France,before 1991,Pages | MS Word,Sciences de la vie
d92767d93694650907f11638197cddc2,Bachelor/Master student,United States,I haven't published (yet),MS Word | Google Drive/Docs,Sciences sociales et économie
d92b85e03419d9ef9b97c76329e9bdd7,PhD student,Finland,1991-2000,MS Word | Google Drive/Docs,Sciences de la vie | Médecine
d92bb07242b9a6338852f35075f912b4,PhD student,Norway,I haven't published (yet),GitHub | LaTeX,Sciences physiques
d92e7727d5aedf22cbad6c3b9b2b9f58,Professor / Associate professor / Assistant professor,United Kingdom,2001-2005,MS Word | Google Drive/Docs | LaTeX | Overleaf (=WriteLaTeX),Sciences de la vie | Médecine
d92f27e6bc2dc71d8c222e11e4f280fe,PhD student,United States,2011-2016,LaTeX,Ingénierie & technologie
d9336811a06f0f69719920f4eeee4367,Postdoc,United States,2011-2016,MS Word | Scrivener,Sciences de la vie | Sciences sociales et économie
d937dd66623d1f76f6825539029401bb,Professor / Associate professor / Assistant professor,United Kingdom,before 1991,LaTeX,Sciences physiques | Médecine
d93d70757f00f901e02a361c050fb3de,Professor / Associate professor / Assistant professor,South Africa,2006-2010,MS Word,Médecine
d940b1300dac59a262c0636b4cb3e802,Postdoc,Singapore,2011-2016,MS Word,Arts et Lettres
d94105e74eb0793d8c01d5be167dd233,Professor / Associate professor / Assistant professor,Denmark,2011-2016,MS Word | Google Drive/Docs,Médecine
d94bca579bc53fcd6539cf10b3cda583,Professor / Associate professor / Assistant professor,China,1991-2000,MS Word,Arts et Lettres
d94f982ccdd76dd78b3328325923377b,Professor / Associate professor / Assistant professor,Taiwan,2006-2010,MS Word | Google Drive/Docs | LaTeX,Sciences sociales et économie
d951c3f3f76bc73caab8d9334a1c2911,Postdoc,Netherlands,2006-2010,MS Word,Sciences sociales et économie
d9521b74191d90ed7bbb52b37ba3a06d,Professor / Associate professor / Assistant professor,United States,before 1991,MS Word,Arts et Lettres
d952aaf535cb4afb720dff6d3658a24e,PhD student,Germany,2006-2010,MS Word | Google Drive/Docs | LaTeX,Ingénierie & technologie
d952d1346117bd2ac665b3195d816edd,Professor / Associate professor / Assistant professor,Germany,before 1991,MS Word,Sciences sociales et économie
d953da9105fabf63bdfdef8bcc81ea94,Professor / Associate professor / Assistant professor,Israel,before 1991,MS Word | LaTeX,Sciences de la vie | Médecine
d9541e16a9e13cedb42cda790100e953,Professor / Associate professor / Assistant professor,Spain,1991-2000,LyX | MS Word | LaTeX,Sciences sociales et économie
d9627e3e8a1ece5482c7d62374eec425,PhD student,United States,I haven't published (yet),MS Word | Google Drive/Docs,Sciences sociales et économie
d966b095c3f99c0737746fe75bf1918c,Professor / Associate professor / Assistant professor,Colombia,2001-2005,MS Word | Google Drive/Docs,Ingénierie & technologie
d971e9f837992c22ba425c962564c8e9,Postdoc,Germany,2006-2010,MS Word,Sciences de la vie
d97848bc6f5ea5b06a0fa82ebde75272,Other,United States,before 1991,MS Word,Sciences de la vie
d97ad2d7afd8a1842ff7667df13b57b2,Professor / Associate professor / Assistant professor,United States,before 1991,MS Word | Google Drive/Docs,Médecine
d97c024a11d37e8a50f4b9682127c6fa,Professor / Associate professor / Assistant professor,Italy,before 1991,MS Word | LaTeX,Ingénierie & technologie
d9802cbde3f762982647aecf74320f47,Industry / Government,Germany,2006-2010,MS Word | LaTeX,Ingénierie & technologie
d984081a31c47d05e2b06fe431a7b58c,Professor / Associate professor / Assistant professor,Ukraine,before 1991,MS Word,Sciences sociales et économie
d9853ad70271bd6912432c9a0a961e37,Bachelor/Master student,France,I haven't published (yet),MS Word | Google Drive/Docs,Médecine
d98f58144a09530804b5948b8b61d49a,Librarian,Sweden,I haven't published (yet),MS Word | Google Drive/Docs,Sciences physiques | Ingénierie & technologie | Sciences de la vie | Sciences sociales et économie
d99025ff9a5dccec4a27ae554cd1956e,Professor / Associate professor / Assistant professor,France,1991-2000,Pages | MS Word | LaTeX,Sciences de la vie
d995a089589e8ec7ab1864366f1f087b,Professor / Associate professor / Assistant professor,Netherlands,1991-2000,MS Word | LaTeX,Sciences physiques
d997937c793dde4d2486b0feb8bd9cef,Bachelor/Master student,France,I haven't published (yet),MS Word | Google Drive/Docs,Médecine
d99f0f7a5d3401ea3846e2429fb9b979,Industry / Government,Australia,2001-2005,MS Word,Arts et Lettres
d9a3d504d8817b4d0a1d85dc285bf9cc,Professor / Associate professor / Assistant professor,United Kingdom,before 1991,MS Word | Google Drive/Docs,Sciences physiques | Médecine
d9a529fb1ad2f6c8813a8ea98935dc32,Professor / Associate professor / Assistant professor,Netherlands,1991-2000,LaTeX,Ingénierie & technologie | Sciences sociales et économie
d9a9e8535e62886d22955504b834265f,Librarian,United States,2011-2016,Box | Dropbox | MS Word | Google Drive/Docs,Médecine | Arts et Lettres
d9af7e88c672c39b7c51702a3ad6fae7,Professor / Associate professor / Assistant professor,United States,2006-2010,MS Word | Google Drive/Docs,Sciences sociales et économie
d9b355d5199d59b21a4e7f65fc3c5172,PhD student,Netherlands,2011-2016,MS Word | Google Drive/Docs,Sciences de la vie
d9b49d1b40e8b28bae444d7e431f823c,PhD student,Brazil,2011-2016,MS Word,Sciences de la vie
d9b6496ba9c8760dea6d9cce77cc1447,PhD student,Netherlands,I haven't published (yet),MS Word,Sciences de la vie | Médecine
d9b6b07155f02d7a9ddca1003918b427,Professor / Associate professor / Assistant professor,Turkey,1991-2000,MS Word,Arts et Lettres
d9b9a83a8c29e4be208f5e934c536698,Other,Netherlands,2001-2005,MS Word,Sciences sociales et économie
d9ba39d6044a1be7ba22b5ea7af8bf73,Postdoc,Switzerland,2006-2010,Google Drive/Docs,Sciences de la vie | Arts et Lettres
d9baeeaec0e83417470f86a422cb39b3,Professor / Associate professor / Assistant professor,United States,1991-2000,Google Drive/Docs | LaTeX,Ingénierie & technologie
d9bcc2c2c51efb3973efe4830ab06071,Industry / Government,India,before 1991,MS Word,Sciences de la vie
d9c20a991482aade10b947bd5a5d18fc,Postdoc,Finland,2006-2010,MS Word,Sciences de la vie
d9c64770db169621546fc65192568eee,PhD student,United Kingdom,I haven't published (yet),MS Word | Google Drive/Docs,Ingénierie & technologie | Arts et Lettres
d9c6beed322dd9605a0dff92d9487490,Postdoc,Portugal,1991-2000,Pages | MS Word | Google Drive/Docs,Sciences de la vie
d9c7639796f506596370d010ab40bc39,Other,France,before 1991,MS Word,Sciences de la vie
d9c9ba77bf436ba56d0594fa3387d02a,Other,Germany,I haven't published (yet),MS Word | Google Drive/Docs,Sciences sociales et économie | Arts et Lettres
d9cab3d897268327b59b2a92d4aef7e5,Professor / Associate professor / Assistant professor,France,2011-2016,LaTeX,Ingénierie & technologie
d9cf3b43638247e74d7ebcf729a1694f,PhD student,United Kingdom,1991-2000,MS Word | Google Drive/Docs,Sciences sociales et économie
d9cf688317ab92ee9c74a849345e7870,Professor / Associate professor / Assistant professor,United States,before 1991,Git | Google Drive/Docs | LaTeX | Overleaf (=WriteLaTeX),Ingénierie & technologie
d9d1200536e3adf1955064263da4e340,PhD student,India,before 1991,MS Word,Sciences sociales et économie
d9d3bfe79f06b909850373aba25870ee,Librarian,Saudi Arabia,2011-2016,MS Word | LaTeX,Sciences sociales et économie
d9e01a92eae6b6704a9532a128296157,Professor / Associate professor / Assistant professor,Slovenia,2006-2010,MS Word | Google Drive/Docs | LaTeX,Ingénierie & technologie
d9e47714b640879868f57eee6fc45121,Professor / Associate professor / Assistant professor,Romania,before 1991,MS Word,Arts et Lettres
d9ee867da16d10060f3c1f6b251b7209,Postdoc,Netherlands,2006-2010,MS Word,Médecine
d9efbb561545439ea2ca9f386e089d1f,Professor / Associate professor / Assistant professor,Spain,2006-2010,MS Word | Google Drive/Docs,Ingénierie & technologie
d9f81d2d3cefbdb0368a4348a2f9620b,Professor / Associate professor / Assistant professor,Netherlands,2001-2005,MS Word | Google Drive/Docs | LaTeX,Sciences de la vie
d9fa8a79595177bad9a8c82d6caf83ab,PhD student,Spain,2011-2016,MS Word,Sciences sociales et économie
d9fc0d2efa13f9ceeedc611c408482a6,Other,United States,1991-2000,MS Word | Google Drive/Docs,Sciences de la vie
d9fc8da385082eab3f40f025a1a8b6c5,Bachelor/Master student,Germany,I haven't published (yet),LibreOffice | Google Drive/Docs | LaTeX,Ingénierie & technologie
d9fd7afe4526f5b56468d21d8c863edf,Professor / Associate professor / Assistant professor,United States,before 1991,FrameMaker | MS Word | Google Drive/Docs,Ingénierie & technologie
d9feda049a758f8a491fce260ebcf473,Other,Germany,2011-2016,LyX | MS Word,Sciences de la vie
da00243901603b80923601311d0c41eb,Professor / Associate professor / Assistant professor,India,2011-2016,MS Word,Sciences physiques | Sciences de la vie | Médecine
da00372a0c6fb2b2fdda9f280405212e,Bachelor/Master student,Germany,I haven't published (yet),LaTeX,Sciences physiques
da00f27383bee938c6812f4634566cf9,Other,New Zealand,2006-2010,MS Word,Ingénierie & technologie
da025c187922867c67e3dd60a1c6ecfa,Professor / Associate professor / Assistant professor,Norway,before 1991,MS Word,Sciences de la vie
da04cbd57cec88c58b64e906b5aaea94,Other,Japan,I haven't published (yet),MS Word | Google Drive/Docs | Overleaf (=WriteLaTeX),Arts et Lettres
da05879cd012174fc02c3289c35e6fa6,Postdoc,United Kingdom,2006-2010,MS Word,Sciences de la vie
da06eef684c5fe9c984bea051ccb07f3,Professor / Associate professor / Assistant professor,United States,before 1991,MS Word | Google Drive/Docs,Médecine
da087ed29f925adcea86ef56bc8387c2,Librarian,France,I haven't published (yet),MS Word | Google Drive/Docs,Médecine
da11f4b1f13c9f269481473a839c2420,Other,United States,before 1991,MS Word,Sciences sociales et économie
da123b42fc1a638bc5b4ee577fc12d48,Professor / Associate professor / Assistant professor,France,2001-2005,MS Word,Arts et Lettres
da1634c75786bc05b3212d928e72e47c,Professor / Associate professor / Assistant professor,Canada,2006-2010,MS Word,Sciences sociales et économie | Arts et Lettres
da19a10eb26fa4c91c09ab8d4ba34e2d,PhD student,France,I haven't published (yet),MS Word,Sciences physiques
da1dbdb641bb0f6e91445699c688b4a8,PhD student,Netherlands,1991-2000,MS Word,Médecine
da1f865c471141f5e735a00453b0818c,Bachelor/Master student,Iran,I haven't published (yet),MS Word,Sciences sociales et économie
da22af47a3a6b5c3007c85d985c5988e,Professor / Associate professor / Assistant professor,South Africa,1991-2000,Dropbox | MS Word,Médecine
da23691911622125e81b8024744cfbe1,Professor / Associate professor / Assistant professor,Ireland,I haven't published (yet),MS Word | Google Drive/Docs,Arts et Lettres
da2926909e94ee052674aa5aa71cdc09,Professor / Associate professor / Assistant professor,Japan,before 1991,MS Word,Sciences de la vie
da297a09ebe12cd729f6fcfe3eb431bc,Other,Germany,I haven't published (yet),Emacs | AUCTeX | LaTeX,Sciences physiques
da297ebbabd1ebac92542d6d5bb0d598,PhD student,Netherlands,2011-2016,MS Word | Google Drive/Docs,Sciences sociales et économie | Arts et Lettres
da2a8b2ccbf143d5ddb9cc65d0315f59,Postdoc,Germany,2006-2010,MS Word,Arts et Lettres
da34956e7298821d6218c7045f3176e2,Professor / Associate professor / Assistant professor,Denmark,1991-2000,MS Word,Sciences sociales et économie
da34fb2db38f5cf31afa231747ff2ba4,Postdoc,Netherlands,2006-2010,MS Word | Google Drive/Docs,Sciences de la vie
da38dfc624bbe39e75cd7ab7093b116b,Publisher,Germany,I haven't published (yet),Ulysses | Mellel,Médecine
da38e04bf95f2b03f7d7269bb3745156,Professor / Associate professor / Assistant professor,Poland,before 1991,MS Word,Médecine
da3db98086281bd041f5f212220b1512,PhD student,Netherlands,before 1991,MS Word,Médecine
da411c7fccf2b56d67e0b495961ee5ad,Postdoc,Netherlands,2006-2010,MS Word,Sciences de la vie
da42cdb943c097acbc27ffbede170719,Professor / Associate professor / Assistant professor,China,2006-2010,MS Word,Sciences de la vie
da43bf5d5197240eaaf3f343f8dda408,Professor / Associate professor / Assistant professor,Denmark,before 1991,MS Word | Google Drive/Docs,Sciences sociales et économie
da4d45454736ecce0c1f1ee44558c6f2,Postdoc,Netherlands,2011-2016,MS Word | Google Drive/Docs | LaTeX,Sciences de la vie
da55211835276d17585dfcd83c446285,Other,Germany,1991-2000,LibreOffice | Scribus | MS Word | LaTeX,Sciences physiques | Ingénierie & technologie
da58976297a6d15490f9de8770a0b8c0,Professor / Associate professor / Assistant professor,France,before 1991,MS Word,Sciences de la vie
da596b57989357125593fb6e362fcef6,Bachelor/Master student,Venezuela,2011-2016,MS Word,Sciences de la vie
da6431ce8b0df353b4a1faeee658e1a5,Industry / Government,Germany,1991-2000,MS Word,Ingénierie & technologie
