id,role,last affiliation country,first publication year,tools,disciplines
53ea55ba0952862fb5a566fa9e63adcd,Bachelor/Master student,Germany,I haven't published (yet),LaTeX,Sciences physiques
53eb4e74e756e6dc843bc81ec54681e1,Bachelor/Master student,Germany,I haven't published (yet),LaTeX,Ingénierie & technologie
53ec3d055351a791567ae9e00cf09619,PhD student,Ireland,2006-2010,MS Word,Sciences de la vie
53ec8db0a5a24193cbe6966de8f4df75,Professor / Associate professor / Assistant professor,Singapore,2001-2005,MS Word,Sciences de la vie | Médecine
53ed102954b462a7240653c8ca15aee1,Professor / Associate professor / Assistant professor,Italy,1991-2000,Dropbox | MS Word,Sciences de la vie
53ed2edc4bdcc3e1d2e23b8ec27563d8,Professor / Associate professor / Assistant professor,Netherlands,2001-2005,Evernote | MS Word,Sciences sociales et économie
53f61da39e256ab52298cf01c231dae1,Professor / Associate professor / Assistant professor,Turkey,before 1991,MS Word,Ingénierie & technologie
53fc455d2c53e6f4fafb8eb45d987c38,PhD student,Netherlands,2011-2016,MS Word,Sciences de la vie
53fed5205c51d01d0fdf225d7ffeea5b,Professor / Associate professor / Assistant professor,South Africa,before 1991,OpenOffice | MS Word,Arts et Lettres
54001a72317107053f93045697bbc9f8,Professor / Associate professor / Assistant professor,United States,1991-2000,MS Word,Sciences sociales et économie
5406271841c40fcb77b3c0ecc6baf9eb,Professor / Associate professor / Assistant professor,Norway,1991-2000,MS Word,Sciences sociales et économie
54068dfe660b88b034c5d01352cf4cd0,Professor / Associate professor / Assistant professor,United States,before 1991,Google Drive/Docs,Sciences de la vie
5407d91bdf1065aa0f58c9f47877fba8,PhD student,Australia,2011-2016,MS Word,Arts et Lettres
540937390cdf51f3d40534938e31d7ec,Other,Germany,before 1991,MathCAD | MS Word,Ingénierie & technologie
540e06d15b965779625fd926f0e40d7e,Professor / Associate professor / Assistant professor,Kuwait,before 1991,MS Word,Sciences sociales et économie
540ed56cddacc2709fe3f72695f99217,PhD student,Colombia,2006-2010,MS Word,Ingénierie & technologie
541eeead4c29212c504ed61609319fd8,Professor / Associate professor / Assistant professor,France,2006-2010,MS Word,Médecine
5421d9922f88a88b477fc56e631a3f7e,PhD student,Italy,2011-2016,LaTeX,Sciences sociales et économie
54241ed9c78eddb2250439e94342bc19,Other,Australia,2011-2016,MS Word | Google Drive/Docs,Arts et Lettres
5424fb41341272c85089fca085d54592,Professor / Associate professor / Assistant professor,United Kingdom,2006-2010,MS Word | LaTeX,Ingénierie & technologie
542ed689e4f43d50098c806e94bb586d,Postdoc,Switzerland,2006-2010,LaTeX,Ingénierie & technologie
5431da22a82cb276d240a0b643415752,Publisher,United States,I haven't published (yet),MS Word,Sciences sociales et économie
54324f11b8b365808caba129038c5f6d,PhD student,Finland,I haven't published (yet),MS Word | Google Drive/Docs,Sciences sociales et économie
54366709815af8a0ed5bce059add9e14,Librarian,United States,1991-2000,MS Word | Google Drive/Docs,Sciences sociales et économie
5439f1a5083d493a17483986376c8cd7,Professor / Associate professor / Assistant professor,Mexico,2011-2016,MS Word | Google Drive/Docs,Sciences sociales et économie
543c8baeb1a687f2eb4315ce0880931c,Professor / Associate professor / Assistant professor,United States,2011-2016,MS Word | Google Drive/Docs,Sciences sociales et économie
54421c3d3df7b1200681916de55dcdab,Bachelor/Master student,Germany,I haven't published (yet),MS Word | Google Drive/Docs | LaTeX,Médecine
54439fa6de9acfec1fb5cdf2d0106113,Professor / Associate professor / Assistant professor,South Korea,2006-2010,MS Word,Sciences sociales et économie
544427f97cf8ab0a21c7254efae37055,Professor / Associate professor / Assistant professor,France,2011-2016,MS Word,Sciences sociales et économie
544dc6a0e5dd587897ffa14a4068d008,Professor / Associate professor / Assistant professor,Norway,before 1991,MS Word,Sciences physiques | Sciences de la vie | Sciences sociales et économie
544de94130a6702f1582df7b9358e1d0,Librarian,United States,2011-2016,MS Word,Sciences sociales et économie
544f7416a2ce0a33071c83db95a12b03,Publisher,China,2006-2010,LaTeX,Sciences physiques
54577af49603c270ff8d6ce9ad91f189,PhD student,Germany,2011-2016,LaTeX,Sciences physiques
54580870b4e7898b93c37e65a1aa5391,PhD student,United States,2011-2016,Dropbox | MS Word | Google Drive/Docs,Sciences sociales et économie | Arts et Lettres
545987c9030381862d7b6213d3ac60b6,Professor / Associate professor / Assistant professor,Netherlands,2001-2005,MS Word | Google Drive/Docs,Sciences de la vie
545b426f9d6158716baf7a10ee13face,Bachelor/Master student,Czech Republic,2011-2016,Google Drive/Docs | LaTeX,Ingénierie & technologie
545b79e9ad76008e652b6a7cfce5e915,Industry / Government,Australia,1991-2000,MS Powerpoint | graphics software | mapping software | MS Word,Sciences de la vie
545c48c17ff33d14ae21fe8ef85ede72,Other,Netherlands,2006-2010,notebook | MS Word,Médecine
545e0215be93cbecb7a239c8b4cd7444,Industry / Government,United Kingdom,I haven't published (yet),text editor | Markdown | Atom | MS Word,Sciences sociales et économie
5461c7cd98710ef5efabdcfc016ea57b,Postdoc,France,2011-2016,LaTeX,Sciences physiques
54634cdff7a2b506bb53a211ffb0c0bb,Professor / Associate professor / Assistant professor,United States,before 1991,MS Word,Ingénierie & technologie
5464bbb827379f77f7df4e392f72da55,Other,Austria,1991-2000,MS Word | LaTeX,Sciences de la vie | Médecine
5464bdc672bf0401259649149eb5e070,Professor / Associate professor / Assistant professor,United States,before 1991,SigmaPlot | CRITICAL | MINEQL+ | Scientist | MS Word,Sciences physiques
54692a5b2340e9f12578012e09d5dad4,Other,United Kingdom,2011-2016,MS Word,Arts et Lettres
5469818f44d2a14783d3d5cb4d2a4e45,Professor / Associate professor / Assistant professor,Netherlands,2006-2010,MS Word | Google Drive/Docs,Sciences sociales et économie
546d60b4834d53d6de59b49e397dd292,PhD student,Netherlands,I haven't published (yet),MS Word,Sciences sociales et économie
546f78e38faf19a4984466032b5c4afd,Bachelor/Master student,Greece,I haven't published (yet),MS Word | Google Drive/Docs,Ingénierie & technologie
547069fad59c22119a9e3fdd96f59550,Professor / Associate professor / Assistant professor,Spain,1991-2000,MS Word,Sciences sociales et économie
5471827bd295bbf8010274174346dfa2,Postdoc,South Africa,2011-2016,MS Word,Sciences physiques | Sciences sociales et économie
54742f1810ebd31227caeb0d8d0dd2d4,PhD student,United States,2011-2016,MS Word,Ingénierie & technologie | Médecine
547495de822d656b5e61b07a34c0be41,PhD student,Australia,2011-2016,MS Word,Sciences de la vie
547d5bded93e1405d4a3cb389f570fa7,Professor / Associate professor / Assistant professor,Japan,before 1991,MS Word,Médecine
547d8ad6045e7383aafff3c054153bd1,Professor / Associate professor / Assistant professor,Japan,2001-2005,MS Word,Ingénierie & technologie | Sciences de la vie | Médecine
54832650643a52351bc30366fa7ddecb,Professor / Associate professor / Assistant professor,South Africa,before 1991,Dropbox | MS Word | Google Drive/Docs,Sciences sociales et économie
54834481a9e1e0d5d57a43a9df990c61,Professor / Associate professor / Assistant professor,United Kingdom,1991-2000,MS Word | LaTeX,Sciences sociales et économie
548630134cd4b2dc94fe59d0f42e0444,Professor / Associate professor / Assistant professor,Mexico,2006-2010,MS Word | Google Drive/Docs,Ingénierie & technologie
54880cf36126257f93a3271268207a27,Professor / Associate professor / Assistant professor,Netherlands,,MS Word,Médecine
548aaffe1983bdc41efe283dee53805a,Other,Germany,2001-2005,Pages | MS Word,Ingénierie & technologie
548c5f2939c8b99a275662b700308bf6,Industry / Government,United States,before 1991,MS Word,Sciences de la vie
548d97380d539d4c7c4009a2a0cd4ae8,Professor / Associate professor / Assistant professor,Italy,1991-2000,Emacs | LaTeX | Overleaf (=WriteLaTeX),Ingénierie & technologie
548ea399affedf1bde95562893acff34,Professor / Associate professor / Assistant professor,United States,2011-2016,MS Word,Sciences sociales et économie
54905d9d5f8d2390ec65e5c199011977,Bachelor/Master student,United States,2011-2016,MS Word,Médecine
5491cf6fee2dbbc98468564c51a28c2a,Postdoc,Netherlands,2006-2010,MS Word,Ingénierie & technologie | Sciences de la vie
54936348aff816aa95de175b5d3d3a8c,Postdoc,United States,2011-2016,MS Word,Médecine
549a03639ec7507c89674256c2d9a5cd,Professor / Associate professor / Assistant professor,Netherlands,2006-2010,MS Word | Google Drive/Docs,Sciences de la vie
549a29e375fd28c7d52728f930926900,Postdoc,Finland,2006-2010,LaTeX,Ingénierie & technologie
54a1cf3e18c929dbf7b2fc0ba12e9931,PhD student,Germany,I haven't published (yet),MS Word | LaTeX,Sciences physiques
54ab7e8a2f79fb20af843bbd6a2666a3,Professor / Associate professor / Assistant professor,Costa Rica,before 1991,MS Word,Sciences de la vie
54ad6526b4709d211efec21084463ddb,PhD student,Tunisia,2011-2016,MS Word,Médecine
54ae1c51daf771a262903f0c9cf49c71,Postdoc,Germany,2001-2005,MS Word,Sciences de la vie
54afbec4e86de76867e13321001288d4,Publisher,Germany,before 1991,Citavi | MS Word,Arts et Lettres
54b03b9109fd0198bea29967c1239069,PhD student,India,2011-2016,MS Word,Sciences de la vie
54b5f5144d632173228f5205b37a2869,Bachelor/Master student,China,2006-2010,MS Word,Sciences de la vie
54bd8e374bbd194a8e5212024c117141,PhD student,Spain,2011-2016,MS Word,Arts et Lettres
54bec379bccfeee72d5afee52fcec271,Other,France,2011-2016,MS Word | Google Drive/Docs,Sciences sociales et économie
54bf85f8b3a6bc1c28cdd985d4ef393e,Bachelor/Master student,Greece,I haven't published (yet),MS Word | Google Drive/Docs,Médecine
54c822fe0c12b3b15ca7f794ffe344b6,Professor / Associate professor / Assistant professor,Brazil,before 1991,MS Word,Arts et Lettres
54c8b9c5d561b613ffbf9728ab02e15b,Professor / Associate professor / Assistant professor,Denmark,1991-2000,MS Powerpoint | MS Outlook | MS Word,Sciences sociales et économie
54c99059998f83aaa0c6f3d18a58fac4,Professor / Associate professor / Assistant professor,United States,1991-2000,LaTeX,Sciences physiques
54d24abf138e333b36eff733edad8e08,PhD student,Netherlands,I haven't published (yet),MS Word | Google Drive/Docs,Sciences de la vie | Médecine | Sciences sociales et économie
54d5f57c752f41fafd630b98a8cc6399,Professor / Associate professor / Assistant professor,Ukraine,2006-2010,MS Word,Sciences physiques
54d627f8211c4ec90b7f2701b3e2a601,Professor / Associate professor / Assistant professor,United Kingdom,before 1991,Dropbox | MS Word | Google Drive/Docs,Médecine
54d66bc1b97e3018284a8846824afecf,PhD student,United Kingdom,2011-2016,MS Word | Google Drive/Docs | LaTeX,Sciences de la vie | Médecine
54d706603fd8f558d5fd5e49d7e75f70,PhD student,Italy,2006-2010,MS Word | Google Drive/Docs,Ingénierie & technologie
54da4aa930ff78b6549f95fadbf8d19c,Professor / Associate professor / Assistant professor,United States,before 1991,MS Word,Ingénierie & technologie
54de4ea078339541d04a1db0b1a0f487,Professor / Associate professor / Assistant professor,Taiwan,1991-2000,MS Word,Médecine
54dedf9829592c5f2e323a5709253e35,PhD student,Germany,I haven't published (yet),MS Word,Médecine
54e95f86c6374ccb8a6b5defaab9c169,Professor / Associate professor / Assistant professor,Ukraine,before 1991,MS Word,Sciences physiques
54eb464df05c52d7ffb0fe1b81cfcb4b,Postdoc,Indonesia,2001-2005,MS Word,Sciences sociales et économie
54ee1546d659b906dcd34f3d6e67fce9,PhD student,Switzerland,2011-2016,LaTeX,Ingénierie & technologie
54f05b98db056000fc6d746fa68f8f96,Bachelor/Master student,Germany,I haven't published (yet),MS Word,Sciences sociales et économie
54f42a34ff01f72e71ab3012d91cf61d,Professor / Associate professor / Assistant professor,Spain,2001-2005,MS Word | LaTeX,Ingénierie & technologie
54f6ec509e2474c4d313293f8e17ab30,Industry / Government,Germany,1991-2000,MS Word | Scrivener,Ingénierie & technologie
54f889b5b92454935cd90bd5d3bbae10,Librarian,United Kingdom,I haven't published (yet),MS Word | Google Drive/Docs,Sciences sociales et économie | Droit
54f9dbfb4264c5478c2fc14084f5b2fc,Professor / Associate professor / Assistant professor,Australia,before 1991,MS Word,Sciences sociales et économie
54faae4f0bcbba9cdf785ae90fe3c1b5,Professor / Associate professor / Assistant professor,Taiwan,2001-2005,MS Word,Sciences de la vie | Médecine
54fd37821041ee003f2f8d3159aada40,Librarian,United Kingdom,2006-2010,MS Word | Google Drive/Docs,Sciences sociales et économie
54ffc515c5d4e18ba3d89fb605c0ee84,Other,Israel,2001-2005,MS Word,Arts et Lettres
550289f2da581c9631e602806b1fe6cd,Professor / Associate professor / Assistant professor,Russia,1991-2000,MS Word,Ingénierie & technologie
5504eb31f14989615211f20291cfe365,Professor / Associate professor / Assistant professor,France,before 1991,MS Word,Médecine
550b71ad5273bbe8cb7983f985c3cc13,Professor / Associate professor / Assistant professor,China,2001-2005,MS Word,Sciences physiques | Ingénierie & technologie
550c530c3e7fe8d95190afa277ff0b83,Postdoc,Argentina,1991-2000,MS Word,Sciences de la vie | Médecine
55126df1e71826e3d8e589f07bdc04b9,PhD student,Germany,2011-2016,MS Word,Sciences de la vie | Médecine
5517bf7ee5eab99455fe21c7a77d9bd0,Professor / Associate professor / Assistant professor,Netherlands,1991-2000,MS Word,Sciences sociales et économie
5519d047b235a5081ef6f38c4b29dd28,Librarian,Germany,before 1991,MS Word | Google Drive/Docs,Arts et Lettres
551a895e80d41f53727c05f702872c64,Professor / Associate professor / Assistant professor,Spain,before 1991,MS Word | Google Drive/Docs,Sciences sociales et économie
5523431eb8753fe231a96f46afdd712a,Librarian,United States,I haven't published (yet),MS Word | Google Drive/Docs,Sciences de la vie | Sciences sociales et économie | Arts et Lettres
5524269a625bd847f27aef33520a63c7,PhD student,Ireland,2011-2016,MS Word,Sciences sociales et économie
55255dbce342f73a5c9de032ae00d416,Librarian,United States,1991-2000,MS Word | Google Drive/Docs,Sciences de la vie | Médecine
552a946d61da3dda11f076cf9097d80b,Other,Germany,2001-2005,MS Word | Google Drive/Docs,Arts et Lettres
553097f203b1ee4ebc802e03e8b22509,Librarian,United States,I haven't published (yet),MS Word,Arts et Lettres
5536832d91ece15903c1f78c53f80de7,Industry / Government,United Kingdom,1991-2000,MS Word,Médecine
5538e0127c144938794baf161a5bf3e6,Industry / Government,United States,2001-2005,MS Word | Google Drive/Docs,Sciences de la vie
55390675ec8d0fcac1889be9b01e3ea0,Librarian,United States,I haven't published (yet),MS Word | Google Drive/Docs,Sciences physiques | Ingénierie & technologie | Sciences de la vie | Sciences sociales et économie | Arts et Lettres
553c0a73bb36bf452435713977f6b41f,Librarian,Italy,,MS Word | Google Drive/Docs,Sciences de la vie | Médecine
553ca7ca2617e5abd5bd60f8fc2094f3,Postdoc,Netherlands,2006-2010,Google Drive/Docs | LaTeX | Overleaf (=WriteLaTeX),Arts et Lettres
5546b49719a6151a2adacc973c8388f9,Professor / Associate professor / Assistant professor,Netherlands,1991-2000,MS Word,Sciences de la vie
554b6a9b95f65471eb5c89625b838389,Postdoc,Spain,2006-2010,MS Word,Médecine
554b6cfb037dfeae311699297ef643bc,Bachelor/Master student,Russia,2011-2016,MS Word | Google Drive/Docs,Sciences physiques | Ingénierie & technologie
55504624a66879cf368a08270951977a,Bachelor/Master student,Venezuela,I haven't published (yet),MS Word | Google Drive/Docs,Ingénierie & technologie
5551dfc08b50dccf2f20a0b9e0264f53,Professor / Associate professor / Assistant professor,United States,2006-2010,MS Word | Google Drive/Docs | LaTeX | Overleaf (=WriteLaTeX),Ingénierie & technologie
55551daa57f936f3954b7bf9a7d42efc,Librarian,Hungary,1991-2000,MS Word | Google Drive/Docs,Médecine
5555d8f919b572ec7a916a66bda6be0d,PhD student,Germany,2011-2016,Docear | MS Word | LaTeX,Ingénierie & technologie
555ad8ac3f4df36a24a6a240df39f889,Professor / Associate professor / Assistant professor,Greece,2001-2005,MS Word,Arts et Lettres
555b789fc211c622a97c31033a6cd3c7,PhD student,Austria,2011-2016,MS Word,Sciences sociales et économie
555cc157909b0d7c4e29e017a4d67c91,PhD student,Colombia,2011-2016,MS Word,Arts et Lettres
555ce85087829bed697dea3e469a9a94,Professor / Associate professor / Assistant professor,Japan,2011-2016,MS Word,Ingénierie & technologie
5560d16db4c444846f7cf7c074d330c9,Professor / Associate professor / Assistant professor,Greece,2001-2005,MS Word,Médecine
5560f9d1a30b1f73614dce37b490e722,PhD student,France,2006-2010,MS Word,Sciences de la vie | Médecine
556194bb085744d48213df0ee55055ba,Professor / Associate professor / Assistant professor,South Africa,2001-2005,MS Word,Ingénierie & technologie
556292bd4999dd7c0bc93c1367140b81,Professor / Associate professor / Assistant professor,Spain,1991-2000,MS Word,Sciences sociales et économie
