id,role,last affiliation country,first publication year,weight,tool,famille d'outil,discipline,discipline_cat
029863c022e384f28187bcf1e1b55fe2,Librarian,United States,before 1991,0.3333333333333333,MS Word,Word et apparentés,Sciences de la vie,STEM
029863c022e384f28187bcf1e1b55fe2,Librarian,United States,before 1991,0.3333333333333333,Google Drive/Docs,Word et apparentés,Sciences de la vie,STEM
02a5a42468ae09784bf0d84ea07ab176,Professor / Associate professor / Assistant professor,Canada,1991-2000,0.5,MS Word,Word et apparentés,Sciences de la vie,STEM
02bd614a1fa274c2b5f1888b708a46c0,Professor / Associate professor / Assistant professor,Turkey,2006-2010,0.5,MS Word,Word et apparentés,Sciences de la vie,STEM
02d3fd1a89fe10017e9b2819ca7d43a5,Professor / Associate professor / Assistant professor,Norway,2006-2010,0.5,LaTeX,format/éditeur apparenté à TeX,Sciences de la vie,STEM
02dc7aa098464035129635a3df317e9f,PhD student,Switzerland,2011-2016,0.25,MS Word,Word et apparentés,Sciences de la vie,STEM
02e1248e8d4ccb9fb0d7f55b195fb89d,Librarian,France,I haven't published (yet),0.5,MS Word,Word et apparentés,Sciences de la vie,STEM
02fa9fb6070fc0af7df6559f9cf71543,Professor / Associate professor / Assistant professor,Austria,2001-2005,0.5,MS Word,Word et apparentés,Sciences de la vie,STEM
02fcab5d8c9f50fe662b4d37f818cfa1,Professor / Associate professor / Assistant professor,Norway,2001-2005,0.5,MS Word,Word et apparentés,Sciences de la vie,STEM
030569a77aabd967f0017398b1991bd4,Industry / Government,United States,before 1991,0.16666666666666666,MS Powerpoint,autre,Sciences de la vie,STEM
030569a77aabd967f0017398b1991bd4,Industry / Government,United States,before 1991,0.16666666666666666,MS Word,Word et apparentés,Sciences de la vie,STEM
030c606ab9f19a128cc29bcd6726a745,Professor / Associate professor / Assistant professor,United Kingdom,before 1991,0.3333333333333333,Pages,autres bureautique (wysiwyg),Sciences de la vie,STEM
030c606ab9f19a128cc29bcd6726a745,Professor / Associate professor / Assistant professor,United Kingdom,before 1991,0.3333333333333333,MS Word,Word et apparentés,Sciences de la vie,STEM
0311c138d367e6544c1820f0eceedda9,Postdoc,United Kingdom,2011-2016,0.5,MS Word,Word et apparentés,Sciences de la vie,STEM
0322769fc8813e152cb885f1404769af,Postdoc,India,2006-2010,0.3333333333333333,MS Word,Word et apparentés,Sciences de la vie,STEM
0325119d9db81822e0e92274f1d413a4,Professor / Associate professor / Assistant professor,United Kingdom,2006-2010,0.5,MS Word,Word et apparentés,Sciences de la vie,STEM
